,accuracy,semantic_similarity,precision,recall,f1,bertscore_p,bertscore_r,bertscore_f1,pp_id
0,1.0,1.0,1.0,1.0,1.0,1.0000004768371582,1.0000004768371582,1.0000004768371582,1
1,1.0,1.0,1.0,1.0,1.0,1.0000004768371582,1.0000004768371582,1.0000004768371582,2
2,0.0,0.24974411463664278,0.2857142857142857,0.8888888888888888,0.43243243243243246,0.8382660150527954,0.9297559261322021,0.8816438317298889,3
3,0.0,0.0,0.0,0.0,0.0,0.9990599751472473,0.9990599751472473,0.9990599751472473,4
4,0.0,0.0,0.0,0.0,0.0,0.97834312915802,0.97834312915802,0.97834312915802,5
5,0.0,0.8622222222222222,0.3076923076923077,0.4,0.34782608695652173,0.9233503341674805,0.9539654850959778,0.9384083151817322,6
6,0.0,0.0,0.0,0.0,0.0,0.9997701048851013,0.9997701048851013,0.9997701048851013,7
7,0.0,0.6898263027295285,0.5333333333333333,0.7272727272727273,0.6153846153846153,0.9288105964660645,0.9644748568534851,0.9463068246841431,8
8,1.0,1.0,1.0,1.0,1.0,0.9999997019767761,0.9999997019767761,0.9999997019767761,9
9,0.0,0.5,0.0,0.0,0.0,0.9993555545806885,0.9993555545806885,0.9993555545806885,10
10,1.0,1.0,1.0,1.0,1.0,0.9999997019767761,0.9999997019767761,0.9999997019767761,11
11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
12,0.0,0.356718192627824,0.8888888888888888,0.25806451612903225,0.39999999999999997,0.9074921607971191,0.8347527384757996,0.8696039915084839,13
13,1.0,1.0,1.0,1.0,1.0,0.9999998211860657,0.9999998211860657,0.9999998211860657,14
14,0.0,0.6528925619834711,0.6666666666666666,0.2857142857142857,0.4,0.9488712549209595,0.8874233961105347,0.9171192049980164,15
15,0.0,0.5376344086021505,1.0,0.3333333333333333,0.5,0.8996819257736206,0.8185451030731201,0.8571978211402893,16
16,0.0,0.46285714285714286,1.0,0.4166666666666667,0.5882352941176471,0.931875467300415,0.8531001210212708,0.8907495737075806,17
17,0.0,0.40336134453781514,0.0,0.0,0.0,0.8480058908462524,0.7779141664505005,0.8114492297172546,18
18,0.0,0.07142857142857142,0.0,0.0,0.0,0.9112212061882019,0.8947614431381226,0.9029163718223572,19
