,accuracy,semantic_similarity,precision,recall,f1,bertscore_p,bertscore_r,bertscore_f1,pp_id
0,1.0,1.0,1.0,1.0,1.0,1.0000004768371582,1.0000004768371582,1.0000004768371582,1
1,1.0,1.0,1.0,1.0,1.0,1.0000004768371582,1.0000004768371582,1.0000004768371582,2
2,0.0,0.25366876310272535,0.2857142857142857,0.8888888888888888,0.43243243243243246,0.8384592533111572,0.9319528341293335,0.882737398147583,3
3,0.0,0.5,0.0,0.0,0.0,0.9997800588607788,0.9997800588607788,0.9997800588607788,4
4,0.0,0.0,0.0,0.0,0.0,0.97834312915802,0.97834312915802,0.97834312915802,5
5,0.0,0.7963800904977375,0.4444444444444444,0.4,0.4210526315789474,0.9435544013977051,0.9385994672775269,0.9410703778266907,6
6,0.0,0.0,0.0,0.0,0.0,0.9997701048851013,0.9997701048851013,0.9997701048851013,7
7,0.0,0.8351063829787234,0.7692307692307693,0.9090909090909091,0.8333333333333333,0.9604859948158264,0.9759167432785034,0.9681398868560791,8
8,1.0,1.0,1.0,1.0,1.0,0.9999997019767761,0.9999997019767761,0.9999997019767761,9
9,0.0,0.5,0.0,0.0,0.0,0.9993555545806885,0.9993555545806885,0.9993555545806885,10
10,1.0,1.0,1.0,1.0,1.0,0.9999997019767761,0.9999997019767761,0.9999997019767761,11
11,0.0,0.9584487534626038,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9825462102890015,0.9724176526069641,0.9774556756019592,12
12,0.0,0.22245322245322247,0.8571428571428571,0.3870967741935484,0.5333333333333333,0.9213931560516357,0.8576952219009399,0.8884038925170898,13
13,1.0,1.0,1.0,1.0,1.0,0.9999998211860657,0.9999998211860657,0.9999998211860657,14
14,0.0,0.6528925619834711,0.6666666666666666,0.2857142857142857,0.4,0.9488712549209595,0.8874233961105347,0.9171192049980164,15
15,0.0,0.3815789473684211,0.0,0.0,0.0,0.8488078117370605,0.8341290950775146,0.841404378414154,16
16,0.0,0.44126074498567336,0.8,0.3333333333333333,0.47058823529411764,0.9117705821990967,0.8300731182098389,0.8690059185028076,17
17,0.0,0.6967741935483871,0.3333333333333333,0.25,0.28571428571428575,0.9250245094299316,0.8770847320556641,0.9004169702529907,18
18,0.0,0.126218487394958,0.0,0.0,0.0,0.9252362847328186,0.8977866768836975,0.9113048315048218,19
