,accuracy,semantic_similarity,precision,recall,f1,bertscore_p,bertscore_r,bertscore_f1,pp_id
0,1.0,1.0,1.0,1.0,1.0,1.0000004768371582,1.0000004768371582,1.0000004768371582,1
1,0.0,0.8622222222222222,0.3076923076923077,0.4,0.34782608695652173,0.9233503341674805,0.9539654850959778,0.9384083151817322,6
2,1.0,1.0,1.0,1.0,1.0,0.9999997019767761,0.9999997019767761,0.9999997019767761,9
3,0.0,0.5,0.0,0.0,0.0,0.9993555545806885,0.9993555545806885,0.9993555545806885,10
4,1.0,1.0,1.0,1.0,1.0,0.9999997019767761,0.9999997019767761,0.9999997019767761,11
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
6,0.0,0.22245322245322247,0.8571428571428571,0.3870967741935484,0.5333333333333333,0.9213931560516357,0.8576952219009399,0.8884038925170898,13
7,1.0,1.0,1.0,1.0,1.0,0.9999998211860657,0.9999998211860657,0.9999998211860657,14
8,0.0,0.7916114790286976,0.4666666666666667,0.5185185185185185,0.4912280701754386,0.9132641553878784,0.9255545139312744,0.9193682670593262,20
9,0.0,0.0,0.0,0.0,0.0,0.9997701048851013,0.9997701048851013,0.9997701048851013,21
10,0.0,0.7307692307692307,0.5,1.0,0.6666666666666666,0.9270773530006409,0.9671316742897034,0.946681022644043,25
11,0.0,0.9078947368421053,0.0,0.0,0.0,0.9851235747337341,0.9843847751617432,0.9847539663314819,26
12,0.0,0.4827586206896552,1.0,0.3333333333333333,0.5,0.9167578220367432,0.8142929673194885,0.8624928593635559,28
13,0.0,0.6888888888888889,0.5,1.0,0.6666666666666666,0.9180866479873657,0.937588632106781,0.9277352094650269,29
14,0.0,0.5660377358490566,0.3333333333333333,0.75,0.46153846153846156,0.897818922996521,0.9322953820228577,0.9147323966026306,30
15,1.0,1.0,1.0,1.0,1.0,1.000000238418579,1.000000238418579,1.000000238418579,31
16,1.0,1.0,1.0,1.0,1.0,0.9999999403953552,0.9999999403953552,0.9999999403953552,33
17,0.0,0.6666666666666666,0.25,0.5,0.3333333333333333,0.8727008700370789,0.9405745267868042,0.905367374420166,53
18,1.0,1.0,1.0,1.0,1.0,0.9999995231628418,0.9999995231628418,0.9999995231628418,54
19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60
