index,Unnamed: 0,accuracy,semantic_similarity,precision,recall,f1,bertscore_p,bertscore_r,bertscore_f1,pp_id,data,model
mean,70.5,0.22535211267605634,0.6185176367480679,0.44177253991980586,0.4131261378100965,0.41311884960774437,0.9429723200663714,0.9407609613008903,0.9412500090162519,76.7394366197183,Total,llama3.1
mean,15.0,0.22580645161290322,0.5856264279864872,0.48370948048367396,0.46723829477905093,0.4463627549233653,0.9556126536861542,0.9492140777649418,0.9518475628668263,,Menu,llama3.1
mean,90.0,0.17647058823529413,0.7921546290853991,0.3235294117647059,0.2887700534759358,0.29886148007590135,0.9053469475577859,0.9259737379410687,0.915352067526649,,Dish,llama3.1
mean,45.0,0.25806451612903225,0.6560958643550726,0.5503072196620584,0.5182795698924733,0.5196992971186519,0.9522809040161871,0.9504490129409298,0.9507685822825278,,CFI,llama3.1
mean,71.0,0.391304347826087,0.6888715607344732,0.4379164313946923,0.42682453416149063,0.4281900403181868,0.9261537997618966,0.9366662424543629,0.9309059536975363,,PPP,llama3.1
mean,127.5,0.14285714285714285,0.5394730651825232,0.3422231392557023,0.34030612244897956,0.3391016540210089,0.9752802635942187,0.9791154456990105,0.9769900739192963,,Hospital,llama3.1
mean,106.0,0.29411764705882354,0.5511245688449866,0.6189915966386553,0.486313061760632,0.5218668112406253,0.9247242107110865,0.8788837825550753,0.900098509648267,,Flights,llama3.1
mean,70.5,0.11267605633802817,0.44633448083639027,0.303160124189536,0.279382655049595,0.2746041007595072,0.9097283973660267,0.9028134463538586,0.9053454281578601,76.7394366197183,Total,mistral
mean,15.0,0.16129032258064516,0.41707124660044714,0.3944621686557171,0.3658920106370679,0.34141543319003925,0.933647878708378,0.9134709181324128,0.9225313586573447,,Menu,mistral
mean,90.0,0.058823529411764705,0.5356052645052928,0.20588235294117646,0.17112299465240643,0.18121442125237192,0.8100358843803406,0.8105814246570363,0.8093999343759873,,Dish,mistral
mean,45.0,0.0967741935483871,0.43078166092467457,0.2701612903225806,0.24731182795698922,0.24426756039659264,0.9128066782028444,0.9111971259117126,0.9108501057470998,,CFI,mistral
mean,71.0,0.30434782608695654,0.5285942172725406,0.36597653554175297,0.3721532091097308,0.3676819344338526,0.9024210546327673,0.9158083744671034,0.9084220373112223,,PPP,mistral
mean,127.5,0.03571428571428571,0.4108974176380224,0.1828049401578813,0.2084347200418629,0.19022495921952443,0.9568247497081757,0.9605990648269653,0.9584310608250755,,Hospital,mistral
mean,106.0,0.058823529411764705,0.4280527464087288,0.49467128027681667,0.33925423823122036,0.38556624450230204,0.9168494624250075,0.8727320152170518,0.8933370393865249,,Flights,mistral
mean,70.5,0.14788732394366197,0.5331216716334986,0.37960065698363127,0.3462611702527354,0.3443670922023241,0.9347631083407872,0.9363323756506745,0.935094136587331,76.7394366197183,Total,gemma2base
mean,15.0,0.1935483870967742,0.5563162020572581,0.4687856945921462,0.48423402049832853,0.4427914765015664,0.9538371716776202,0.9514499210542248,0.9521357224833581,,Menu,gemma2base
mean,90.0,0.11764705882352941,0.6438754957786399,0.2647058823529412,0.22994652406417113,0.24003795066413663,0.8922149328624501,0.9039394434760598,0.8976490111911998,,Dish,gemma2base
mean,45.0,0.12903225806451613,0.5135442376353264,0.3379416282642089,0.30107526881720426,0.30184331797235026,0.9306423010364655,0.9317187070846558,0.930498396196673,,CFI,gemma2base
mean,71.0,0.34782608695652173,0.5798998152113269,0.4483576206402294,0.4536749482401656,0.44929210814760684,0.9156967686570209,0.9237633762152299,0.9194214810495791,,PPP,gemma2base
mean,127.5,0.03571428571428571,0.43861228031475513,0.2072328931572629,0.21200614861329145,0.20542632962275817,0.9651223484958921,0.9748893805912563,0.9698368119341987,,Hospital,gemma2base
mean,106.0,0.11764705882352941,0.5248120850446434,0.6635294117647059,0.4090471903771136,0.4841642792474359,0.9428086736622978,0.9183707026874318,0.9300882044960471,,Flights,gemma2base
