index,Unnamed: 0,accuracy,semantic_similarity,precision,recall,f1,bertscore_p,bertscore_r,bertscore_f1,pp_id,data,model
mean,70.5,0.1056338028169014,0.5038698324292226,0.30699182652475937,0.29136048894875427,0.28111692411045164,0.9209186212277748,0.9271996680279853,0.9233076488468009,76.7394366197183,Total,llama3.1
mean,15.0,0.1935483870967742,0.546361500192823,0.4671708220095317,0.46758469687710064,0.4282292419053759,0.9514857665185006,0.9474402916046881,0.9489282061976771,,Menu,llama3.1
mean,90.0,0.058823529411764705,0.639855248363058,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.860680012141957,0.882204227587756,0.8702132105827332,,Dish,llama3.1
mean,45.0,0.0967741935483871,0.46091821217110635,0.235663082437276,0.2553763440860215,0.22481496997626033,0.9118235861101458,0.9249587597385529,0.9174382090568542,,CFI,llama3.1
mean,71.0,0.2608695652173913,0.5413509969283178,0.333367839889579,0.3359213250517598,0.3328993257382004,0.9017216640969982,0.9196404685144839,0.9100981976674951,,PPP,llama3.1
mean,127.5,0.03571428571428571,0.4466377739847141,0.20978391356542617,0.21200614861329145,0.2070497062461348,0.9601221361330577,0.9725588453667504,0.9661167881318501,,Hospital,llama3.1
mean,106.0,0.0,0.4111397234454415,0.4566810841983852,0.28229614844139317,0.3364797875578252,0.9151736042078804,0.8737035674207351,0.8925227137172923,,Flights,llama3.1
mean,70.5,0.11267605633802817,0.49327587824444,0.2862178837625792,0.2735371364996239,0.2611929334990628,0.9174233099944155,0.9272167254501665,0.9215467429496873,76.7394366197183,Total,mistral
mean,15.0,0.1935483870967742,0.5165093842712448,0.45910630588049944,0.4622083527910791,0.4135549851058819,0.9490655160719349,0.9440877687546515,0.9459893280459989,,Menu,mistral
mean,90.0,0.058823529411764705,0.7035637294113694,0.20588235294117646,0.17112299465240643,0.18121442125237192,0.87708580493927,0.8973687431391548,0.8863376519259285,,Dish,mistral
mean,45.0,0.12903225806451613,0.48748869970675407,0.2228494623655914,0.23655913978494622,0.2118279569892473,0.9065680042389901,0.9286458511506358,0.916428385242339,,CFI,mistral
mean,71.0,0.2608695652173913,0.5401000548354205,0.333367839889579,0.3359213250517598,0.3328993257382004,0.9011413144028705,0.9191668422325797,0.9095694707787555,,PPP,mistral
mean,127.5,0.0,0.34983994229243526,0.1044799498746867,0.11418105703819988,0.10562054861470278,0.9430710481745856,0.9597254970243999,0.9510700787816729,,Hospital,mistral
mean,106.0,0.058823529411764705,0.45245622312818695,0.49467128027681667,0.33866006116645503,0.38755679404280136,0.9217211533995235,0.8990298684905557,0.9093510578660404,,Flights,mistral
mean,70.5,0.11267605633802817,0.5109456685701522,0.33681348523519195,0.30979100517625496,0.3030228139606163,0.9245866373391218,0.9325745130928469,0.927996770177089,76.7394366197183,Total,gemma2
mean,15.0,0.1935483870967742,0.5246279952126577,0.46614675646933706,0.4717470277824076,0.4325303171741931,0.9514012932777405,0.9473270370114234,0.9488405931380487,,Menu,gemma2
mean,90.0,0.058823529411764705,0.666430005596624,0.20588235294117646,0.17112299465240643,0.18121442125237192,0.8708635884172776,0.9015722695518943,0.8857142504523782,,Dish,gemma2
mean,45.0,0.0967741935483871,0.4612874964113583,0.267921146953405,0.271505376344086,0.24632034632034633,0.914266909322431,0.9267896606076148,0.9195554775576438,,CFI,gemma2
mean,71.0,0.2608695652173913,0.5420472193120535,0.3224982746721877,0.3286749482401656,0.32420367356428736,0.9028408786524897,0.9203057885169983,0.9109975591949795,,PPP,gemma2
mean,127.5,0.03571428571428571,0.4466377739847141,0.20978391356542617,0.21200614861329145,0.2070497062461348,0.9601221361330577,0.9725588453667504,0.9661167881318501,,Hospital,gemma2
mean,106.0,0.058823529411764705,0.5080926833475342,0.6635294117647059,0.4090471903771136,0.4841642792474359,0.9390961282393512,0.9143793372546926,0.9262345117681167,,Flights,gemma2
mean,70.5,0.11267605633802817,0.5072536381175584,0.3297712317140652,0.303922460575316,0.2956452150337216,0.9228299902358525,0.9299900237943085,0.925791194741155,76.7394366197183,Total,gemma2base
mean,15.0,0.1935483870967742,0.5246279952126577,0.46614675646933706,0.4717470277824076,0.4325303171741931,0.9514012932777405,0.9473270370114234,0.9488405931380487,,Menu,gemma2base
mean,90.0,0.058823529411764705,0.666430005596624,0.20588235294117646,0.17112299465240643,0.18121442125237192,0.8708635884172776,0.9015722695518943,0.8857142504523782,,Dish,gemma2base
mean,45.0,0.0967741935483871,0.46091821217110635,0.235663082437276,0.2553763440860215,0.22481496997626033,0.9131642887669225,0.9262994623953297,0.9187789117136309,,CFI,gemma2base
mean,71.0,0.2608695652173913,0.5420472193120535,0.3224982746721877,0.3286749482401656,0.32420367356428736,0.9028408786524897,0.9203057885169983,0.9109975591949795,,PPP,gemma2base
mean,127.5,0.03571428571428571,0.4466377739847141,0.20978391356542617,0.21200614861329145,0.2070497062461348,0.9601221361330577,0.9725588453667504,0.9661167881318501,,Hospital,gemma2base
mean,106.0,0.058823529411764705,0.4779267708286805,0.6635294117647059,0.38943934723985874,0.4617553156620017,0.9264336193309111,0.8936851410304799,0.9092275605482214,,Flights,gemma2base
mean,70.5,0.11267605633802817,0.4678025688356007,0.23446230124788314,0.23745511139441774,0.22011181246260125,0.9103151421311876,0.9163954371297863,0.9123943359918998,76.7394366197183,Total,dirty
